Time,Left,Right
2024/11/20 02:18:47,4095.0,4095.0
2024/11/20 02:18:47,4095.0,4095.0
2024/11/20 02:18:47,4095.0,4095.0
2024/11/20 02:18:47,4095.0,4095.0
2024/11/20 02:18:47,4095.0,4095.0
2024/11/20 02:18:47,4095.0,4095.0
2024/11/20 02:18:47,4095.0,4095.0
2024/11/20 02:18:47,4095.0,4095.0
2024/11/20 02:18:47,4095.0,4095.0
2024/11/20 02:18:47,4095.0,4095.0
2024/11/20 02:18:47,4095.0,4095.0
2024/11/20 02:18:47,4095.0,4095.0
2024/11/20 02:18:47,4095.0,4095.0
2024/11/20 02:18:47,4095.0,4095.0
2024/11/20 02:18:47,4095.0,4095.0
2024/11/20 02:18:47,4095.0,4095.0
2024/11/20 02:18:47,4095.0,4095.0
2024/11/20 02:18:47,4095.0,4095.0
2024/11/20 02:18:47,4095.0,4095.0
2024/11/20 02:18:47,4095.0,4095.0
2024/11/20 02:18:48,4095.0,4095.0
2024/11/20 02:18:48,4095.0,4095.0
2024/11/20 02:18:48,4095.0,4095.0
2024/11/20 02:18:48,4095.0,4095.0
2024/11/20 02:18:48,4095.0,4095.0
2024/11/20 02:18:48,4095.0,4095.0
2024/11/20 02:18:48,4095.0,4095.0
2024/11/20 02:18:48,4095.0,1.0
2024/11/20 02:18:48,4095.0,1.0
2024/11/20 02:18:48,1.0,4095.0
2024/11/20 02:18:48,1.0,4095.0
2024/11/20 02:18:48,8.0,4095.0
2024/11/20 02:18:48,4095.0,1.0
2024/11/20 02:18:48,4095.0,1.0
2024/11/20 02:18:48,1.0,4095.0
2024/11/20 02:18:49,1.0,4095.0
2024/11/20 02:18:49,1.0,4095.0
2024/11/20 02:18:49,4095.0,1.0
2024/11/20 02:18:49,4095.0,1.0
2024/11/20 02:18:49,4095.0,3.0
2024/11/20 02:18:49,9.0,4095.0
2024/11/20 02:18:49,1.0,4095.0
2024/11/20 02:18:49,1.0,4095.0
2024/11/20 02:18:49,4.0,1.0
2024/11/20 02:18:50,4095.0,1.0
2024/11/20 02:18:50,4095.0,1.0
2024/11/20 02:18:50,8.0,4095.0
2024/11/20 02:18:50,1.0,4095.0
2024/11/20 02:18:50,1.0,4095.0
2024/11/20 02:18:50,1.0,2.0
2024/11/20 02:18:50,4095.0,1.0
2024/11/20 02:18:50,4095.0,1.0
2024/11/20 02:18:50,1.0,1.0
2024/11/20 02:18:50,1.0,4095.0
2024/11/20 02:18:51,1.0,4095.0
2024/11/20 02:18:51,1.0,4095.0
2024/11/20 02:18:51,4095.0,1.0
2024/11/20 02:18:51,4095.0,1.0
2024/11/20 02:18:51,4095.0,1.0
2024/11/20 02:18:51,1.0,4095.0
2024/11/20 02:18:51,1.0,4095.0
2024/11/20 02:18:51,1.0,4095.0
2024/11/20 02:18:51,1.0,1.0
2024/11/20 02:18:52,4095.0,1.0
2024/11/20 02:18:52,4095.0,1.0
2024/11/20 02:18:52,4095.0,4095.0
2024/11/20 02:18:52,1.0,4095.0
2024/11/20 02:18:52,1.0,4095.0
2024/11/20 02:18:52,1.0,4095.0
2024/11/20 02:18:52,31.0,1.0
2024/11/20 02:18:52,4095.0,1.0
2024/11/20 02:18:52,4095.0,1.0
2024/11/20 02:18:52,18.0,4095.0
2024/11/20 02:18:53,145.0,4095.0
2024/11/20 02:18:53,1.0,4095.0
2024/11/20 02:18:53,773.0,1.0
2024/11/20 02:18:53,34.0,1.0
2024/11/20 02:18:53,4095.0,1.0
2024/11/20 02:18:53,1.0,4095.0
2024/11/20 02:18:53,1.0,4095.0
2024/11/20 02:18:53,1.0,4095.0
2024/11/20 02:18:53,1.0,1.0
2024/11/20 02:18:54,4095.0,1.0
2024/11/20 02:18:54,4095.0,1.0
2024/11/20 02:18:54,1.0,4095.0
2024/11/20 02:18:54,1.0,4095.0
2024/11/20 02:18:54,1.0,4095.0
2024/11/20 02:18:54,1.0,4095.0
2024/11/20 02:18:54,4095.0,1.0
2024/11/20 02:18:54,4095.0,1.0
2024/11/20 02:18:54,4095.0,1.0
2024/11/20 02:18:54,1.0,4095.0
2024/11/20 02:18:55,1.0,4095.0
2024/11/20 02:18:55,1.0,4095.0
2024/11/20 02:18:55,4095.0,1.0
2024/11/20 02:18:55,4095.0,1.0
2024/11/20 02:18:55,4095.0,1.0
2024/11/20 02:18:55,1.0,4095.0
2024/11/20 02:18:55,1.0,4095.0
2024/11/20 02:18:55,4.0,4095.0
2024/11/20 02:18:55,4095.0,1.0
2024/11/20 02:18:56,4095.0,1.0
2024/11/20 02:18:56,4095.0,1.0
2024/11/20 02:18:56,1.0,4095.0
2024/11/20 02:18:56,1.0,4095.0
2024/11/20 02:18:56,1.0,4095.0
2024/11/20 02:18:56,4095.0,1.0
2024/11/20 02:18:56,4095.0,1.0
2024/11/20 02:18:56,4095.0,1.0
2024/11/20 02:18:56,4095.0,4095.0
2024/11/20 02:18:56,190.0,4095.0
2024/11/20 02:18:57,1.0,4095.0
2024/11/20 02:18:57,4095.0,2.0
2024/11/20 02:18:57,4095.0,1.0
2024/11/20 02:18:57,4095.0,1.0
2024/11/20 02:18:57,4095.0,1.0
2024/11/20 02:18:57,1.0,4095.0
2024/11/20 02:18:57,1.0,4095.0
2024/11/20 02:18:57,1.0,4095.0
2024/11/20 02:18:57,4095.0,1.0
2024/11/20 02:18:58,4095.0,1.0
2024/11/20 02:18:58,4095.0,1.0
2024/11/20 02:18:58,1.0,4095.0
2024/11/20 02:18:58,1.0,4095.0
2024/11/20 02:18:58,1.0,4095.0
2024/11/20 02:18:58,99.0,1.0
2024/11/20 02:18:58,4095.0,1.0
2024/11/20 02:18:58,4095.0,1.0
2024/11/20 02:18:58,44.0,4095.0
2024/11/20 02:18:59,1.0,4095.0
2024/11/20 02:18:59,1.0,4095.0
2024/11/20 02:18:59,1.0,1.0
2024/11/20 02:18:59,4095.0,1.0
2024/11/20 02:18:59,553.0,1.0
2024/11/20 02:18:59,4095.0,1.0
2024/11/20 02:18:59,7.0,4095.0
2024/11/20 02:18:59,1.0,4095.0
2024/11/20 02:18:59,4095.0,4095.0
2024/11/20 02:18:59,4095.0,1.0
2024/11/20 02:19:00,4095.0,1.0
2024/11/20 02:19:00,4.0,1.0
2024/11/20 02:19:00,1.0,4095.0
2024/11/20 02:19:00,1.0,4095.0
2024/11/20 02:19:00,1.0,4095.0
2024/11/20 02:19:00,1.0,1.0
2024/11/20 02:19:00,4095.0,1.0
2024/11/20 02:19:00,4095.0,1.0
2024/11/20 02:19:00,4095.0,1.0
2024/11/20 02:19:01,1.0,4095.0
2024/11/20 02:19:01,1.0,4095.0
2024/11/20 02:19:01,1.0,4095.0
2024/11/20 02:19:01,4095.0,1.0
2024/11/20 02:19:01,4095.0,1.0
2024/11/20 02:19:01,28.0,2.0
2024/11/20 02:19:01,27.0,4095.0
2024/11/20 02:19:01,1.0,4095.0
2024/11/20 02:19:01,1.0,4095.0
2024/11/20 02:19:01,250.0,1.0
2024/11/20 02:19:02,4095.0,1.0
2024/11/20 02:19:02,4095.0,1.0
2024/11/20 02:19:02,875.0,4095.0
2024/11/20 02:19:02,13.0,4095.0
2024/11/20 02:19:02,8.0,4095.0
2024/11/20 02:19:02,1.0,1.0
2024/11/20 02:19:02,4095.0,1.0
2024/11/20 02:19:02,4095.0,1.0
2024/11/20 02:19:02,4095.0,4.0
2024/11/20 02:19:03,1.0,4095.0
2024/11/20 02:19:03,1.0,4095.0
2024/11/20 02:19:03,1.0,4095.0
2024/11/20 02:19:03,4095.0,1.0
2024/11/20 02:19:03,4095.0,1.0
2024/11/20 02:19:03,4095.0,1.0
2024/11/20 02:19:03,4095.0,4095.0
2024/11/20 02:19:03,4095.0,4095.0
2024/11/20 02:19:03,4095.0,4095.0
2024/11/20 02:19:03,4095.0,1.0
2024/11/20 02:19:04,4095.0,1.0
2024/11/20 02:19:04,32.0,1.0
2024/11/20 02:19:04,12.0,4095.0
2024/11/20 02:19:04,17.0,4095.0
2024/11/20 02:19:04,5.0,4095.0
2024/11/20 02:19:04,4095.0,4095.0
2024/11/20 02:19:04,4095.0,1.0
2024/11/20 02:19:04,4095.0,1.0
2024/11/20 02:19:04,6.0,1.0
2024/11/20 02:19:05,4095.0,4095.0
2024/11/20 02:19:05,4095.0,4095.0
2024/11/20 02:19:05,4095.0,4095.0
2024/11/20 02:19:05,4095.0,1.0
2024/11/20 02:19:05,4095.0,1.0
2024/11/20 02:19:05,4095.0,1.0
2024/11/20 02:19:05,4095.0,4095.0
