Time,Left,Right
2024/11/20 02:06:27,4095.0,4095.0
2024/11/20 02:06:27,4095.0,4095.0
2024/11/20 02:06:27,4095.0,4095.0
2024/11/20 02:06:27,4095.0,4095.0
2024/11/20 02:06:27,4095.0,4095.0
2024/11/20 02:06:27,4095.0,4095.0
2024/11/20 02:06:29,4095.0,4095.0
2024/11/20 02:06:29,4095.0,4095.0
2024/11/20 02:06:29,4095.0,4095.0
2024/11/20 02:06:29,4095.0,4095.0
2024/11/20 02:06:30,2.0,4095.0
2024/11/20 02:06:30,4095.0,4095.0
2024/11/20 02:06:31,4095.0,4095.0
2024/11/20 02:06:31,4095.0,4095.0
2024/11/20 02:06:32,32.0,4095.0
2024/11/20 02:06:32,498.0,1.0
2024/11/20 02:06:33,4095.0,1.0
2024/11/20 02:06:33,1.0,4095.0
2024/11/20 02:06:34,1.0,4095.0
2024/11/20 02:06:34,4095.0,1.0
2024/11/20 02:06:35,4095.0,1.0
2024/11/20 02:06:35,1.0,4095.0
2024/11/20 02:06:36,1.0,4095.0
2024/11/20 02:06:36,13.0,4095.0
2024/11/20 02:06:37,4095.0,1.0
2024/11/20 02:06:37,1.0,2.0
2024/11/20 02:06:38,1.0,4095.0
2024/11/20 02:06:38,499.0,4095.0
2024/11/20 02:06:39,4095.0,1.0
2024/11/20 02:06:39,1.0,1.0
2024/11/20 02:06:40,1.0,4095.0
2024/11/20 02:06:40,4095.0,1.0
2024/11/20 02:06:41,4095.0,1.0
2024/11/20 02:06:41,1.0,1.0
2024/11/20 02:06:42,1.0,4095.0
2024/11/20 02:06:42,1.0,4095.0
2024/11/20 02:06:43,4095.0,1.0
2024/11/20 02:06:44,4095.0,1.0
2024/11/20 02:06:44,4095.0,4095.0
2024/11/20 02:06:45,4.0,1.0
2024/11/20 02:06:45,4095.0,2.0
2024/11/20 02:06:46,4095.0,1.0
2024/11/20 02:06:46,4095.0,1.0
2024/11/20 02:06:47,4095.0,4095.0
2024/11/20 02:06:47,1072.0,1.0
2024/11/20 02:06:48,1.0,4095.0
2024/11/20 02:06:48,1.0,1.0
2024/11/20 02:06:49,4095.0,1.0
2024/11/20 02:06:49,4095.0,1.0
2024/11/20 02:06:50,4095.0,1.0
2024/11/20 02:06:50,10.0,4095.0
2024/11/20 02:06:51,17.0,4095.0
2024/11/20 02:06:51,424.0,4095.0
2024/11/20 02:06:52,2.0,4095.0
2024/11/20 02:06:52,4095.0,4095.0
2024/11/20 02:06:53,4095.0,4095.0
2024/11/20 02:06:53,4095.0,4095.0
2024/11/20 02:06:54,112.0,4095.0
2024/11/20 02:06:54,11.0,4095.0
2024/11/20 02:06:55,4095.0,4095.0
2024/11/20 02:06:55,9.0,4095.0
2024/11/20 02:06:56,4095.0,4095.0
2024/11/20 02:06:56,9.0,4095.0
2024/11/20 02:06:57,12.0,4095.0
2024/11/20 02:06:57,17.0,4095.0
2024/11/20 02:06:58,39.0,4095.0
2024/11/20 02:06:58,17.0,4095.0
2024/11/20 02:06:59,4095.0,4095.0
2024/11/20 02:06:59,4095.0,1.0
2024/11/20 02:07:00,1.0,4095.0
2024/11/20 02:07:00,1.0,81.0
2024/11/20 02:07:01,4095.0,1.0
2024/11/20 02:07:01,4095.0,1.0
2024/11/20 02:07:02,4095.0,1.0
2024/11/20 02:07:02,1.0,4095.0
2024/11/20 02:07:03,1.0,1.0
2024/11/20 02:07:03,4095.0,1.0
2024/11/20 02:07:04,4095.0,1.0
2024/11/20 02:07:04,1.0,1728.0
2024/11/20 02:07:05,1.0,4095.0
2024/11/20 02:07:05,4095.0,1.0
2024/11/20 02:07:06,4095.0,1.0
2024/11/20 02:07:06,4095.0,1.0
2024/11/20 02:07:07,239.0,4095.0
2024/11/20 02:07:07,1.0,8.0
2024/11/20 02:07:08,30.0,4095.0
2024/11/20 02:07:08,4095.0,1.0
2024/11/20 02:07:09,4095.0,3.0
2024/11/20 02:07:09,4095.0,1.0
2024/11/20 02:07:10,1.0,2.0
2024/11/20 02:07:10,1.0,4095.0
2024/11/20 02:07:11,4.0,1.0
2024/11/20 02:07:11,4095.0,1.0
2024/11/20 02:07:12,4095.0,1.0
2024/11/20 02:07:12,4095.0,4095.0
2024/11/20 02:07:13,21.0,24.0
2024/11/20 02:07:13,1.0,1.0
2024/11/20 02:07:14,931.0,1.0
2024/11/20 02:07:14,4095.0,1.0
2024/11/20 02:07:15,4095.0,2.0
2024/11/20 02:07:15,4095.0,1.0
2024/11/20 02:07:16,4095.0,4095.0
2024/11/20 02:07:16,4095.0,1.0
2024/11/20 02:07:17,4095.0,4095.0
2024/11/20 02:07:17,4095.0,1.0
2024/11/20 02:07:18,31.0,4.0
2024/11/20 02:07:18,1.0,1.0
2024/11/20 02:07:19,4095.0,1.0
2024/11/20 02:07:19,4095.0,1.0
2024/11/20 02:07:20,4095.0,1.0
2024/11/20 02:07:20,4095.0,1.0
2024/11/20 02:07:21,4095.0,1.0
2024/11/20 02:07:21,4095.0,1.0
2024/11/20 02:07:22,4095.0,1.0
2024/11/20 02:07:22,4095.0,4095.0
2024/11/20 02:07:23,1.0,1.0
2024/11/20 02:07:23,1.0,1.0
2024/11/20 02:07:24,4095.0,1.0
2024/11/20 02:07:24,1.0,4095.0
2024/11/20 02:07:25,1.0,4095.0
2024/11/20 02:07:26,1.0,4095.0
2024/11/20 02:07:26,4095.0,1.0
2024/11/20 02:07:27,4095.0,1.0
2024/11/20 02:07:27,1.0,4.0
2024/11/20 02:07:28,1.0,1.0
2024/11/20 02:07:28,4095.0,1.0
2024/11/20 02:07:29,4095.0,1.0
2024/11/20 02:07:29,3.0,1.0
2024/11/20 02:07:30,1.0,1.0
2024/11/20 02:07:30,4095.0,1.0
2024/11/20 02:07:31,4095.0,1.0
2024/11/20 02:07:31,1224.0,4095.0
2024/11/20 02:07:32,1.0,4095.0
2024/11/20 02:07:32,4095.0,1.0
2024/11/20 02:07:33,4095.0,1.0
2024/11/20 02:07:33,1.0,1.0
2024/11/20 02:07:34,1.0,4095.0
2024/11/20 02:07:34,149.0,1.0
2024/11/20 02:07:35,4095.0,1.0
2024/11/20 02:07:35,4095.0,4095.0
2024/11/20 02:07:36,1.0,4095.0
2024/11/20 02:07:36,4095.0,4095.0
2024/11/20 02:07:37,4095.0,1.0
2024/11/20 02:07:37,18.0,4095.0
2024/11/20 02:07:38,1.0,191.0
2024/11/20 02:07:38,5.0,4095.0
2024/11/20 02:07:39,4095.0,1.0
2024/11/20 02:07:39,1.0,1.0
2024/11/20 02:07:40,1.0,1.0
2024/11/20 02:07:40,4095.0,2.0
2024/11/20 02:07:41,4095.0,1.0
2024/11/20 02:07:41,4095.0,1.0
2024/11/20 02:07:42,1.0,1.0
2024/11/20 02:07:42,18.0,1.0
2024/11/20 02:07:43,4095.0,1.0
2024/11/20 02:07:43,4095.0,1.0
2024/11/20 02:07:44,4095.0,1.0
2024/11/20 02:07:44,4095.0,1.0
2024/11/20 02:07:45,4095.0,1.0
2024/11/20 02:07:45,4095.0,1.0
2024/11/20 02:07:46,4095.0,1.0
2024/11/20 02:07:46,4095.0,1.0
2024/11/20 02:07:47,4095.0,197.0
2024/11/20 02:07:47,4095.0,1.0
2024/11/20 02:07:48,4095.0,1.0
2024/11/20 02:07:48,4095.0,1.0
2024/11/20 02:07:49,4095.0,3.0
2024/11/20 02:07:49,4095.0,4095.0
2024/11/20 02:07:50,4095.0,4095.0
2024/11/20 02:07:50,4095.0,1.0
2024/11/20 02:07:51,4095.0,4095.0
2024/11/20 02:07:51,1.0,4095.0
2024/11/20 02:07:52,4095.0,4095.0
2024/11/20 02:07:52,4095.0,1.0
2024/11/20 02:07:53,4095.0,1.0
2024/11/20 02:07:53,1.0,4095.0
2024/11/20 02:07:54,4095.0,4095.0
2024/11/20 02:07:54,4095.0,1.0
2024/11/20 02:07:55,4095.0,4095.0
2024/11/20 02:07:55,1.0,1.0
2024/11/20 02:07:56,4095.0,4095.0
2024/11/20 02:07:56,1.0,1.0
2024/11/20 02:07:57,1.0,4095.0
2024/11/20 02:07:57,4095.0,1.0
2024/11/20 02:07:58,5.0,4095.0
2024/11/20 02:07:58,4095.0,4095.0
2024/11/20 02:07:59,4095.0,1.0
2024/11/20 02:07:59,4095.0,4095.0
2024/11/20 02:08:00,4095.0,4095.0
2024/11/20 02:08:00,4095.0,1.0
2024/11/20 02:08:01,4095.0,1.0
2024/11/20 02:08:01,4095.0,4095.0
2024/11/20 02:08:02,1.0,4095.0
2024/11/20 02:08:02,4095.0,4095.0
2024/11/20 02:08:03,4095.0,1.0
2024/11/20 02:08:03,4095.0,4095.0
2024/11/20 02:08:04,1.0,4095.0
2024/11/20 02:08:04,4095.0,4095.0
2024/11/20 02:08:05,4095.0,4095.0
2024/11/20 02:08:06,4095.0,4095.0
2024/11/20 02:08:06,1.0,4095.0
2024/11/20 02:08:07,4095.0,1.0
2024/11/20 02:08:07,2.0,1.0
2024/11/20 02:08:08,4095.0,4095.0
2024/11/20 02:08:08,1.0,4095.0
2024/11/20 02:08:09,4095.0,4095.0
2024/11/20 02:08:09,3758.0,4095.0
2024/11/20 02:08:10,1.0,1.0
2024/11/20 02:08:10,4095.0,4095.0
2024/11/20 02:08:11,4095.0,4095.0
2024/11/20 02:08:11,4095.0,1.0
2024/11/20 02:08:12,4095.0,4095.0
2024/11/20 02:08:12,7.0,4095.0
2024/11/20 02:08:13,4095.0,4095.0
2024/11/20 02:08:13,38.0,4095.0
2024/11/20 02:08:14,4095.0,4095.0
2024/11/20 02:08:14,4095.0,4095.0
2024/11/20 02:08:15,4095.0,4095.0
2024/11/20 02:08:16,4095.0,4095.0
2024/11/20 02:08:16,4095.0,4095.0
2024/11/20 02:08:16,4095.0,4095.0
2024/11/20 02:08:17,4095.0,4095.0
2024/11/20 02:08:17,4095.0,4095.0
2024/11/20 02:08:18,1.0,4095.0
2024/11/20 02:08:18,1.0,1.0
2024/11/20 02:08:19,112.0,3.0
2024/11/20 02:08:19,4095.0,1.0
2024/11/20 02:08:20,4095.0,1.0
2024/11/20 02:08:20,4095.0,4095.0
2024/11/20 02:08:21,1.0,4095.0
2024/11/20 02:08:21,1.0,4095.0
2024/11/20 02:08:22,3.0,1.0
2024/11/20 02:08:22,4095.0,4095.0
2024/11/20 02:08:23,4095.0,4095.0
2024/11/20 02:08:23,4095.0,1.0
2024/11/20 02:08:24,4095.0,4095.0
2024/11/20 02:08:24,16.0,4095.0
2024/11/20 02:08:25,603.0,1.0
2024/11/20 02:08:25,2068.0,1.0
2024/11/20 02:08:26,4.0,80.0
2024/11/20 02:08:26,4095.0,52.0
2024/11/20 02:08:27,4095.0,3.0
2024/11/20 02:08:27,4095.0,2.0
2024/11/20 02:08:28,1.0,1.0
2024/11/20 02:08:28,4095.0,6.0
2024/11/20 02:08:29,4095.0,4095.0
2024/11/20 02:08:29,1.0,9.0
2024/11/20 02:08:30,19.0,4095.0
2024/11/20 02:08:30,4095.0,8.0
2024/11/20 02:08:31,4095.0,1.0
2024/11/20 02:08:31,604.0,1.0
2024/11/20 02:08:32,4095.0,1.0
2024/11/20 02:08:32,4095.0,4095.0
2024/11/20 02:08:33,4095.0,1.0
2024/11/20 02:08:33,1.0,4095.0
2024/11/20 02:08:34,1.0,4095.0
2024/11/20 02:08:34,4095.0,1.0
2024/11/20 02:08:35,4095.0,617.0
2024/11/20 02:08:35,4095.0,4095.0
2024/11/20 02:08:36,27.0,4095.0
2024/11/20 02:08:36,4095.0,4095.0
2024/11/20 02:08:37,4095.0,1.0
2024/11/20 02:08:37,4095.0,4095.0
2024/11/20 02:08:38,1.0,4095.0
2024/11/20 02:08:38,4095.0,1.0
2024/11/20 02:08:39,4095.0,1.0
2024/11/20 02:08:39,4095.0,4095.0
2024/11/20 02:08:40,1.0,4095.0
2024/11/20 02:08:40,1.0,1.0
2024/11/20 02:08:41,4095.0,1.0
2024/11/20 02:08:42,4095.0,4095.0
2024/11/20 02:08:42,1.0,4095.0
2024/11/20 02:08:43,1.0,4095.0
2024/11/20 02:08:43,4095.0,1.0
2024/11/20 02:08:44,4095.0,4095.0
2024/11/20 02:08:44,1.0,4095.0
2024/11/20 02:08:45,1.0,4095.0
2024/11/20 02:08:45,4095.0,1.0
2024/11/20 02:08:46,4095.0,1.0
2024/11/20 02:08:46,1.0,4095.0
2024/11/20 02:08:47,789.0,4095.0
2024/11/20 02:08:47,1.0,4095.0
2024/11/20 02:08:48,1.0,4095.0
2024/11/20 02:08:48,4095.0,4095.0
2024/11/20 02:08:49,1.0,4095.0
2024/11/20 02:08:49,4095.0,4095.0
2024/11/20 02:08:50,1.0,1.0
2024/11/20 02:08:50,4095.0,1.0
2024/11/20 02:08:51,4095.0,1.0
2024/11/20 02:08:51,586.0,1.0
2024/11/20 02:08:52,4095.0,1.0
2024/11/20 02:08:52,4095.0,1.0
2024/11/20 02:08:53,4095.0,4095.0
2024/11/20 02:08:53,4095.0,4095.0
2024/11/20 02:08:54,4095.0,4095.0
2024/11/20 02:08:54,1.0,1.0
2024/11/20 02:08:55,1.0,4095.0
2024/11/20 02:08:55,4095.0,4095.0
2024/11/20 02:08:56,4095.0,50.0
2024/11/20 02:08:56,4095.0,127.0
2024/11/20 02:08:57,4095.0,1.0
2024/11/20 02:08:57,4095.0,596.0
